MONTH;ECO_COD;VALUE
Gen.25;24A4000000010;-137.77
Gen.25;245B000000640;157.86
Gen.25;24JM000000500;2397.92
Feb.25;245F000000634;-76940.19
Feb.25;245B000000490;-30229.50
Feb.25;2488000000544;-23561.15
Feb.25;245H000000490;-23201.42
Feb.25;245A000000490;-14459.75
Feb.25;245C000000490;-8194.14
Feb.25;2488000000640;-4890.77
Feb.25;24JM000000490;-4600.00
Feb.25;245E000000490;-4014.16
Feb.25;245C000000640;-1148.11
Feb.25;245B000000636;-644.16
Feb.25;24A4000000010;-124.44
Feb.25;24JM000000500;4600.00
Mar.25;245F000000634;-85744.79
Mar.25;24JM000000490;-79772.66
Mar.25;245F000002930;-31658.49
Mar.25;245B000000490;-28878.82
Mar.25;2488000000544;-24474.83
Mar.25;245A000000490;-17645.76
Mar.25;245H000000490;-6757.97
Mar.25;24A0000000017;-5490.00
Mar.25;245C000000640;-1956.45
Mar.25;245C000000490;-1615.01
Mar.25;245E000000490;-1398.27
Mar.25;2488000000640;-949.24
Mar.25;245D000000640;-292.80
Mar.25;24A4000000010;-137.77
Mar.25;245F000000640;31016.87
Mar.25;24JM000000500;79772.66
Apr.25;245F000000634;-73191.09
Apr.25;2488000000544;-23267.86
Apr.25;245B000000491;-20675.21
Apr.25;245A000000490;-17287.94
Apr.25;245D000000640;-7706.84
Apr.25;2488000000640;-5107.48
Apr.25;245H000000490;-4348.05
Apr.25;245C000000490;-3535.37
Apr.25;245E000000490;-1353.17
Apr.25;24A0000000017;-366.00
Apr.25;24A4000000010;-230.77
Apr.25;245B000000490;-80.53
Apr.25;24JM000000500;2080.00
Mag.25;245B000000490;-121430.99
Mag.25;245F000000634;-88373.38
Mag.25;2488000000544;-25989.72
Mag.25;245A000000490;-15533.21
Mag.25;24JM000000490;-15386.70
Mag.25;245H000000490;-4489.73
Mag.25;245C000000490;-2118.40
Mag.25;245E000000490;-1398.27
Mag.25;245B000000491;-793.00
Mag.25;24A0000000017;-549.00
Mag.25;245B000000636;-273.28
Mag.25;24A4000000010;-238.46
Mag.25;24JM000000500;15386.70
Giu.25;245F000000634;-95478.51
Giu.25;245B000000490;-81419.49
Giu.25;2488000000544;-22854.61
Giu.25;24JM000000490;-17763.18
Giu.25;245A000000490;-15700.35
Giu.25;245C000000490;-11799.65
Giu.25;245H000000490;-5684.72
Giu.25;24A0000000017;-732.00
Giu.25;245B000000636;-683.20
Giu.25;24A4000000010;-230.77
Giu.25;245B000000491;-79.30
Giu.25;245F000000640;8556.20
Giu.25;24JM000000500;17373.78
Lug.25;245H000000490;-76235.05
Lug.25;245F000000634;-63632.34
Lug.25;245B000000490;-30359.19
Lug.25;245A000000492;-25376.00
Lug.25;2488000000544;-24616.86
Lug.25;245A000000490;-17005.82
Lug.25;245C000000490;-11416.44
Lug.25;24JM000000490;-7959.77
Lug.25;245D000000640;-315.37
Lug.25;245F000002930;-257.01
Lug.25;245B000000636;-224.48
Lug.25;24A4000000010;-168.48
Lug.25;24JM000000500;2272.96
Ago.25;245F000000634;-32047.02
Ago.25;2488000000544;-27282.12
Ago.25;245A000000490;-16192.50
Ago.25;245H000000490;-16039.41
Ago.25;245B000000490;-6825.85
Ago.25;24JM000000490;-634.40
Ago.25;245C000000490;-215.00
Ago.25;24A4000000010;-168.48
Ago.25;24JM000000500;634.40
Set.25;245B000000490;-79296.53
Set.25;245F000000634;-60139.29
Set.25;2488000000544;-22424.94
Set.25;245H000000490;-16786.31
Set.25;245A000000490;-15454.43
Set.25;24JM000000490;-3155.28
Set.25;245C000000490;-741.76
Set.25;24A0000000017;-549.00
Set.25;245F000002930;-413.84
Set.25;245B000000636;-273.28
Set.25;24A4000000010;-163.04
Set.25;245C000000640;215.00
Set.25;24JM000000500;3155.29
Ott.25;245F000000634;-158133.91
Ott.25;245E000000490;-61000.00
Ott.25;245B000000490;-60614.10
Ott.25;2488000000544;-32033.18
Ott.25;245A000000490;-19897.50
Ott.25;245H000000490;-11980.48
Ott.25;245B000000636;-9381.80
Ott.25;245F000002930;-4101.76
Ott.25;245B000000491;-2881.72
Ott.25;24JM000000490;-2222.80
Ott.25;245C000000490;-1055.76
Ott.25;2488000000640;-981.13
Ott.25;24JM000000500;2222.79
