"ECO_MIR";"ECO_GRP_1";"ECO_GRP_2";"ECO_GRP_3";"ECO_GRP_4";"ECO_GRP_5";"DRV_COD";"SOCIETA"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURALTRO";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURAZIALTRO";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURAZIEUROPA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURAZIITALIA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURAZIUSA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURDERALTRO";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURDEREUROPA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURDERITALIA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEURDERUSA";"236"
"020";"0043";"_";"_";"_";"_";"236_NEGO_CNEUROBB";"236"
"020";"0043";"_";"_";"_";"_";"236_DNF_M_XNYSOD";"236"
"020";"0043";"_";"_";"_";"_";"236_DNF_M_XMILOD";"236"
"020";"0043";"_";"_";"_";"_";"236_DNF_N_SCAD";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_A_AVGETAPR";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_A_AVGETAAZ";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_A_AVGANZRAP";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_PRST";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_PRFLN";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_PRFLP";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_AFFST";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_AFFFLN";"236"
"020";"0043";"_";"_";"_";"_";"236_BANCA_G_AFFFLP";"236"
