MONTH;DRV_COD;VALUE
Mar.25;Intervento consulenti esterni gestione atti liti fiscali;0.02680958723055539
Mar.25;Accantonato del mese nuovi oneri;26780.13799562543
Mar.25;Oneri spese legali al netto degli accantomenti;-21334.59
Mar.25;Oneri cause passive e rischio operativo;28878.82
Apr.25;Costo Medio Cause;18675.74
Apr.25;Importo complessivo di domanda cause pendenti;1343929.0112001493
Apr.25;Intervento consulenti esterni gestione atti liti fiscali;0.032000966122505886
Apr.25;Accantonato del mese nuovi oneri;27262.085658674394
Apr.25;Numero Cause;3.286585956810517
Apr.25;Costo parcelle su importo complessivo domanda;20755.74
Apr.25;Oneri cause passive e rischio operativo;18675.74
Apr.25;Oneri spese legali al netto degli accantomenti;-1904.0
Mag.25;Costo Medio Cause;122497.27
Mag.25;Accantonato del mese nuovi oneri;27105.762961654145
Mag.25;Costo parcelle su importo complessivo domanda;122497.27
Mag.25;Oneri cause passive e rischio operativo;122497.27
Mag.25;Intervento consulenti esterni gestione atti liti fiscali;0.030317119376726882
Mag.25;Oneri spese legali al netto degli accantomenti;-481249.2792076116
Mag.25;Importo complessivo di domanda cause pendenti;1334283.1035941963
Mag.25;Numero Cause;3.240392007278597
Giu.25;Importo complessivo di domanda cause pendenti;1302412.6898463867
Giu.25;Intervento consulenti esterni gestione atti liti fiscali;0.024753631245992454
Giu.25;Costo Medio Cause;82571.39
Giu.25;Oneri spese legali al netto degli accantomenti;-138586.48
Giu.25;Accantonato del mese nuovi oneri;26589.2688118862
Giu.25;Oneri cause passive e rischio operativo;82571.39
Giu.25;Costo parcelle su importo complessivo domanda;82181.99
Giu.25;Numero Cause;3.087765593635659
Lug.25;Accantonato del mese nuovi oneri;26338.256901718927
Lug.25;Oneri cause passive e rischio operativo;36270.48
Lug.25;Numero Cause;3.0135904230928237
Lug.25;Importo complessivo di domanda cause pendenti;1286923.933224319
Lug.25;Intervento consulenti esterni gestione atti liti fiscali;0.022049822180048646
Lug.25;Oneri spese legali al netto degli accantomenti;6500.0
Lug.25;Costo parcelle su importo complessivo domanda;30583.67
Lug.25;Costo Medio Cause;36270.48
Ago.25;Intervento consulenti esterni gestione atti liti fiscali;0.011799794973809022
Ago.25;Costo parcelle su importo complessivo domanda;6825.85
Ago.25;Importo complessivo di domanda cause pendenti;1228206.7039766242
Ago.25;Costo Medio Cause;6825.85
Ago.25;Oneri spese legali al netto degli accantomenti;-558356.2174610113
Ago.25;Oneri cause passive e rischio operativo;6825.85
Ago.25;Accantonato del mese nuovi oneri;25386.68187266199
Ago.25;Numero Cause;2.7323954505380095
Set.25;Oneri cause passive e rischio operativo;79569.8
Set.25;Intervento consulenti esterni gestione atti liti fiscali;0.01664678678511885
Set.25;Importo complessivo di domanda cause pendenti;1255972.672165775
Set.25;Costo parcelle su importo complessivo domanda;79569.81
Set.25;Costo Medio Cause;79569.8
Set.25;Accantonato del mese nuovi oneri;25836.658731132116
Set.25;Numero Cause;2.865365802902049
Set.25;Oneri spese legali al netto degli accantomenti;-2006.48
